Areas & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,System,AREA_META,Category,Metric,Area_type
"Changwat Rayong, Price unknown",28.16,49.79,22.04,0,37000,11000,18000,8700,0,All OS,Changwat Rayong,Price unknown,Device,Province
"Changwat Rayong, $1,000 or more",28.75,53.21,18.04,0,316000,92000,173000,58000,0,All OS,Changwat Rayong,"$1,000 or more",Device,Province
"Changwat Rayong, Less than $100",23.03,53.92,23.05,0,38000,8300,21000,8900,0,All OS,Changwat Rayong,Less than $100,Device,Province
"Changwat Rayong, $100 - $149",23.44,53.36,23.2,0,125000,30000,68000,29000,0,All OS,Changwat Rayong,$100 - $149,Device,Province
"Changwat Rayong, $150 - $199",23.52,53.14,23.33,0,124000,30000,66000,30000,0,All OS,Changwat Rayong,$150 - $199,Device,Province
"Changwat Rayong, $200 - $249",25.1,51.78,23.11,0,90000,23000,47000,21000,0,All OS,Changwat Rayong,$200 - $249,Device,Province
"Changwat Rayong, $250 - $299",22.97,55.14,21.89,0,92000,22000,52000,20000,0,All OS,Changwat Rayong,$250 - $299,Device,Province
"Changwat Rayong, $300 - $399",25.93,52.27,21.8,0,130000,35000,69000,29000,0,All OS,Changwat Rayong,$300 - $399,Device,Province
"Changwat Rayong, $400 - $599",28.8,50.92,20.28,0,153000,45000,80000,32000,0,All OS,Changwat Rayong,$400 - $599,Device,Province
"Changwat Rayong, $600 - $999",28.89,51.39,19.72,0,195000,58000,104000,39000,0,All OS,Changwat Rayong,$600 - $999,Device,Province
"Changwat Bueng Kan, Price unknown",34.68,60.04,5.28,0,11000,3900,6700,550,0,All OS,Changwat Bueng Kan,Price unknown,Device,Province
"Changwat Bueng Kan, $1,000 or more",38.67,53.78,7.55,0,36000,14000,19000,2700,0,All OS,Changwat Bueng Kan,"$1,000 or more",Device,Province
"Changwat Bueng Kan, Less than $100",25.79,70.6,3.6,0,19000,4900,13000,810,0,All OS,Changwat Bueng Kan,Less than $100,Device,Province
"Changwat Bueng Kan, $100 - $149",27.05,68.88,4.06,0,53000,15000,37000,2100,0,All OS,Changwat Bueng Kan,$100 - $149,Device,Province
"Changwat Bueng Kan, $150 - $199",29.59,65.78,4.63,0,39000,12000,26000,1900,0,All OS,Changwat Bueng Kan,$150 - $199,Device,Province
"Changwat Bueng Kan, $200 - $249",28.33,66.48,5.18,0,27000,7900,18000,1600,0,All OS,Changwat Bueng Kan,$200 - $249,Device,Province
"Changwat Bueng Kan, $250 - $299",27.83,66.75,5.42,0,23000,6200,16000,1200,0,All OS,Changwat Bueng Kan,$250 - $299,Device,Province
"Changwat Bueng Kan, $300 - $399",32.54,61.42,6.04,0,26000,9000,16000,1600,0,All OS,Changwat Bueng Kan,$300 - $399,Device,Province
"Changwat Bueng Kan, $400 - $599",33.98,59.95,6.07,0,26000,9700,16000,1500,0,All OS,Changwat Bueng Kan,$400 - $599,Device,Province
"Changwat Bueng Kan, $600 - $999",39.22,54.05,6.73,0,34000,14000,19000,2400,0,All OS,Changwat Bueng Kan,$600 - $999,Device,Province
"Changwat Nonthaburi, Price unknown",43.29,32.94,23.78,0,43000,19000,15000,11000,0,All OS,Changwat Nonthaburi,Price unknown,Device,Province
"Changwat Nonthaburi, $1,000 or more",38.1,44.4,17.49,0,447000,174000,203000,80000,0,All OS,Changwat Nonthaburi,"$1,000 or more",Device,Province
"Changwat Nonthaburi, Less than $100",41.04,28.92,30.05,0,37000,14000,11000,11000,0,All OS,Changwat Nonthaburi,Less than $100,Device,Province
"Changwat Nonthaburi, $100 - $149",39.4,31.35,29.25,0,123000,48000,38000,36000,0,All OS,Changwat Nonthaburi,$100 - $149,Device,Province
"Changwat Nonthaburi, $150 - $199",38.5,33.43,28.07,0,141000,54000,48000,40000,0,All OS,Changwat Nonthaburi,$150 - $199,Device,Province
"Changwat Nonthaburi, $200 - $249",38.73,32.85,28.42,0,111000,43000,37000,32000,0,All OS,Changwat Nonthaburi,$200 - $249,Device,Province
"Changwat Nonthaburi, $250 - $299",35.42,38.11,26.47,0,106000,38000,41000,29000,0,All OS,Changwat Nonthaburi,$250 - $299,Device,Province
"Changwat Nonthaburi, $300 - $399",38.5,35.9,25.6,0,158000,61000,58000,41000,0,All OS,Changwat Nonthaburi,$300 - $399,Device,Province
"Changwat Nonthaburi, $400 - $599",39.02,38.92,22.06,0,210000,83000,84000,47000,140,All OS,Changwat Nonthaburi,$400 - $599,Device,Province
"Changwat Nonthaburi, $600 - $999",40.2,39.83,19.98,0,253000,104000,104000,51000,0,All OS,Changwat Nonthaburi,$600 - $999,Device,Province
"Changwat Phang-nga, Price unknown",27.09,53.34,19.57,0,9900,3000,5400,2100,0,All OS,Changwat Phang-nga,Price unknown,Device,Province
"Changwat Phang-nga, $1,000 or more",30.51,51.17,18.32,0,46000,15000,24000,8300,0,All OS,Changwat Phang-nga,"$1,000 or more",Device,Province
"Changwat Phang-nga, Less than $100",21.87,60.3,17.83,0,14000,3300,9200,2700,0,All OS,Changwat Phang-nga,Less than $100,Device,Province
"Changwat Phang-nga, $100 - $149",22.79,58.97,18.24,0,42000,9900,26000,8100,0,All OS,Changwat Phang-nga,$100 - $149,Device,Province
"Changwat Phang-nga, $150 - $199",22.64,57.33,20.03,0,37000,8900,22000,7600,0,All OS,Changwat Phang-nga,$150 - $199,Device,Province
"Changwat Phang-nga, $200 - $249",24.03,54.04,21.93,0,23000,5600,13000,5100,0,All OS,Changwat Phang-nga,$200 - $249,Device,Province
"Changwat Phang-nga, $250 - $299",25.78,55.72,18.5,0,21000,5400,12000,4200,0,All OS,Changwat Phang-nga,$250 - $299,Device,Province
"Changwat Phang-nga, $300 - $399",26.61,52.81,20.57,0,25000,7000,14000,5200,0,All OS,Changwat Phang-nga,$300 - $399,Device,Province
"Changwat Phang-nga, $400 - $599",29.18,52.74,18.09,0,28000,8800,15000,5200,0,All OS,Changwat Phang-nga,$400 - $599,Device,Province
"Changwat Phang-nga, $600 - $999",30.09,51.5,18.41,0,32000,10000,17000,6300,0,All OS,Changwat Phang-nga,$600 - $999,Device,Province
"Changwat Songkhla, Price unknown",26.1,45.93,27.97,0,55000,15000,27000,16000,0,All OS,Changwat Songkhla,Price unknown,Device,Province
"Changwat Songkhla, $1,000 or more",28.3,47.73,23.97,0,285000,83000,141000,71000,0,All OS,Changwat Songkhla,"$1,000 or more",Device,Province
"Changwat Songkhla, Less than $100",21.08,52.42,26.5,0,67000,15000,36000,19000,0,All OS,Changwat Songkhla,Less than $100,Device,Province
"Changwat Songkhla, $100 - $149",20.61,51.13,28.25,0,207000,43000,109000,60000,0,All OS,Changwat Songkhla,$100 - $149,Device,Province
"Changwat Songkhla, $150 - $199",22.78,48.62,28.6,0,162000,38000,82000,47000,0,All OS,Changwat Songkhla,$150 - $199,Device,Province
"Changwat Songkhla, $200 - $249",23.76,47.43,28.81,0,106000,27000,52000,32000,0,All OS,Changwat Songkhla,$200 - $249,Device,Province
"Changwat Songkhla, $250 - $299",22.81,47.68,29.51,0,102000,24000,50000,29000,0,All OS,Changwat Songkhla,$250 - $299,Device,Province
"Changwat Songkhla, $300 - $399",24.83,46.47,28.7,0,139000,35000,67000,41000,0,All OS,Changwat Songkhla,$300 - $399,Device,Province
"Changwat Songkhla, $400 - $599",28.36,44.38,27.26,0,167000,48000,78000,46000,0,All OS,Changwat Songkhla,$400 - $599,Device,Province
"Changwat Songkhla, $600 - $999",27.48,45.84,26.64,0.05,213000,62000,103000,60000,0,All OS,Changwat Songkhla,$600 - $999,Device,Province
"Changwat Phatthalung, Price unknown",26.29,60.71,13,0,14000,3800,8900,1800,0,All OS,Changwat Phatthalung,Price unknown,Device,Province
"Changwat Phatthalung, $1,000 or more",28.12,59,12.89,0,56000,16000,34000,7600,0,All OS,Changwat Phatthalung,"$1,000 or more",Device,Province
"Changwat Phatthalung, Less than $100",18.03,71.91,10.07,0,20000,3500,14000,2000,0,All OS,Changwat Phatthalung,Less than $100,Device,Province
"Changwat Phatthalung, $100 - $149",20.7,69.56,9.74,0,60000,13000,42000,5900,0,All OS,Changwat Phatthalung,$100 - $149,Device,Province
"Changwat Phatthalung, $150 - $199",21.84,66.88,11.28,0,46000,10000,31000,5500,0,All OS,Changwat Phatthalung,$150 - $199,Device,Province
"Changwat Phatthalung, $200 - $249",21.48,67.28,11.24,0,28000,6400,19000,3300,0,All OS,Changwat Phatthalung,$200 - $249,Device,Province
"Changwat Phatthalung, $250 - $299",21.37,66.05,12.58,0,28000,5800,19000,3400,0,All OS,Changwat Phatthalung,$250 - $299,Device,Province
"Changwat Phatthalung, $300 - $399",24.26,62.71,13.02,0,34000,8600,22000,4800,0,All OS,Changwat Phatthalung,$300 - $399,Device,Province
"Changwat Phatthalung, $400 - $599",27.49,59.35,13.17,0,40000,11000,24000,5700,0,All OS,Changwat Phatthalung,$400 - $599,Device,Province
"Changwat Phatthalung, $600 - $999",27.22,60.36,12.42,0,48000,14000,31000,6400,0,All OS,Changwat Phatthalung,$600 - $999,Device,Province
"Changwat Nakhon Sawan, Price unknown",32.55,49.69,17.76,0,23000,7800,12000,4300,0,All OS,Changwat Nakhon Sawan,Price unknown,Device,Province
"Changwat Nakhon Sawan, $1,000 or more",32.66,49.88,17.46,0,122000,41000,62000,22000,0,All OS,Changwat Nakhon Sawan,"$1,000 or more",Device,Province
"Changwat Nakhon Sawan, Less than $100",23.95,61.05,15,0,32000,8100,20000,4900,0,All OS,Changwat Nakhon Sawan,Less than $100,Device,Province
"Changwat Nakhon Sawan, $100 - $149",25.46,58.75,15.79,0,98000,25000,58000,16000,0,All OS,Changwat Nakhon Sawan,$100 - $149,Device,Province
"Changwat Nakhon Sawan, $150 - $199",27.45,56.85,15.7,0,92000,26000,54000,15000,0,All OS,Changwat Nakhon Sawan,$150 - $199,Device,Province
"Changwat Nakhon Sawan, $200 - $249",28.05,54.48,17.46,0,64000,18000,35000,11000,0,All OS,Changwat Nakhon Sawan,$200 - $249,Device,Province
"Changwat Nakhon Sawan, $250 - $299",25.91,56.86,17.23,0,59000,16000,34000,10000,0,All OS,Changwat Nakhon Sawan,$250 - $299,Device,Province
"Changwat Nakhon Sawan, $300 - $399",29.02,53.38,17.6,0,75000,23000,41000,13000,0,All OS,Changwat Nakhon Sawan,$300 - $399,Device,Province
"Changwat Nakhon Sawan, $400 - $599",31.58,51.62,16.8,0,88000,28000,46000,16000,0,All OS,Changwat Nakhon Sawan,$400 - $599,Device,Province
"Changwat Nakhon Sawan, $600 - $999",34.16,49.44,16.4,0,91000,31000,46000,17000,0,All OS,Changwat Nakhon Sawan,$600 - $999,Device,Province
"Changwat Mae Hong Son, Price unknown",43.97,51.18,4.85,0,6600,3000,3500,450,0,All OS,Changwat Mae Hong Son,Price unknown,Device,Province
"Changwat Mae Hong Son, $1,000 or more",41.34,50.96,7.7,0,24000,9900,12000,1900,0,All OS,Changwat Mae Hong Son,"$1,000 or more",Device,Province
"Changwat Mae Hong Son, Less than $100",36.73,58.88,4.39,0,11000,4000,6700,550,0,All OS,Changwat Mae Hong Son,Less than $100,Device,Province
"Changwat Mae Hong Son, $100 - $149",37.85,58.16,3.98,0,32000,12000,19000,1200,0,All OS,Changwat Mae Hong Son,$100 - $149,Device,Province
"Changwat Mae Hong Son, $150 - $199",38.46,56.61,4.92,0,23000,9000,14000,1200,0,All OS,Changwat Mae Hong Son,$150 - $199,Device,Province
"Changwat Mae Hong Son, $200 - $249",38.08,56.78,5.15,0,15000,5700,8200,790,0,All OS,Changwat Mae Hong Son,$200 - $249,Device,Province
"Changwat Mae Hong Son, $250 - $299",38.35,55.32,6.32,0,12000,4500,6800,670,0,All OS,Changwat Mae Hong Son,$250 - $299,Device,Province
"Changwat Mae Hong Son, $300 - $399",36.51,56.73,6.76,0,15000,5600,8300,1100,0,All OS,Changwat Mae Hong Son,$300 - $399,Device,Province
"Changwat Mae Hong Son, $400 - $599",38.64,53.02,8.34,0,14000,5700,7800,1200,0,All OS,Changwat Mae Hong Son,$400 - $599,Device,Province
"Changwat Mae Hong Son, $600 - $999",43.43,50.11,6.45,0,21000,9600,11000,1300,0,All OS,Changwat Mae Hong Son,$600 - $999,Device,Province
"Changwat Chai Nat, Female",34.65,51.59,13.76,0,112000,40000,60000,16000,0,All OS,Changwat Chai Nat,Female,Gender,Province
"Changwat Chai Nat, Male",33.26,53.48,13.27,0,108000,37000,60000,15000,0,All OS,Changwat Chai Nat,Male,Gender,Province
"Changwat Surin, Female",28.66,60.78,10.53,0.03,396000,119000,252000,45000,0,All OS,Changwat Surin,Female,Gender,Province
"Changwat Surin, Male",29.54,60.14,10.33,0,386000,120000,244000,42000,0,All OS,Changwat Surin,Male,Gender,Province
"Changwat Uthai Thani, Female",28.58,63.04,8.38,0,106000,32000,70000,9400,0,All OS,Changwat Uthai Thani,Female,Gender,Province
"Changwat Uthai Thani, Male",27.33,64.49,8.18,0,101000,29000,66000,8400,0,All OS,Changwat Uthai Thani,Male,Gender,Province
"Changwat Tak, Female",30.12,53.4,16.48,0,237000,73000,130000,41000,0,All OS,Changwat Tak,Female,Gender,Province
"Changwat Tak, Male",29.52,53.84,16.64,0,236000,71000,129000,40000,0,All OS,Changwat Tak,Male,Gender,Province
"Changwat Nakhon Si Thammarat, Female",25.19,56.91,17.88,0.02,584000,155000,350000,109000,0,All OS,Changwat Nakhon Si Thammarat,Female,Gender,Province
"Changwat Nakhon Si Thammarat, Male",24.79,57.49,17.72,0,546000,142000,330000,102000,0,All OS,Changwat Nakhon Si Thammarat,Male,Gender,Province
"Changwat Phra Nakhon Si Ayutthaya, Female",29.36,54.59,16.03,0.02,459000,140000,260000,77000,110,All OS,Changwat Phra Nakhon Si Ayutthaya,Female,Gender,Province
"Changwat Phra Nakhon Si Ayutthaya, Male",30.16,53.1,16.75,0,429000,135000,238000,74000,150,All OS,Changwat Phra Nakhon Si Ayutthaya,Male,Gender,Province
"Changwat Phrae, Female",32.06,52.28,15.67,0,146000,49000,80000,24000,0,All OS,Changwat Phrae,Female,Gender,Province
"Changwat Phrae, Male",32.9,52.63,14.48,0,132000,45000,71000,20000,0,All OS,Changwat Phrae,Male,Gender,Province
"Changwat Chon Buri, Female",32.51,48.07,19.42,0,1310000,442000,656000,265000,0,All OS,Changwat Chon Buri,Female,Gender,Province
"Changwat Chon Buri, Male",32.71,47.68,19.6,0,1250000,423000,616000,253000,0,All OS,Changwat Chon Buri,Male,Gender,Province
"Changwat Buri Ram, Female",34.42,53.52,12.06,0,468000,170000,263000,59000,0,All OS,Changwat Buri Ram,Female,Gender,Province
"Changwat Buri Ram, Male",35.98,52.27,11.71,0.03,433000,163000,237000,54000,0,All OS,Changwat Buri Ram,Male,Gender,Province
"Changwat Nong Bua Lam Phu, Female",25.21,67.82,6.97,0,154000,41000,107000,11000,0,All OS,Changwat Nong Bua Lam Phu,Female,Gender,Province
"Changwat Nong Bua Lam Phu, Male",25.7,67.57,6.73,0,141000,37000,98000,9700,0,All OS,Changwat Nong Bua Lam Phu,Male,Gender,Province
"Changwat Yala, Female",17.54,73.64,8.82,0,218000,40000,168000,20000,0,All OS,Changwat Yala,Female,Gender,Province
"Changwat Yala, Male",17.92,73.54,8.5,0.04,221000,41000,169000,19000,0,All OS,Changwat Yala,Male,Gender,Province
"Changwat Chumphon, Female",19.45,66.09,14.46,0,240000,49000,166000,37000,0,All OS,Changwat Chumphon,Female,Gender,Province
"Changwat Chumphon, Male",18.84,67.21,13.95,0,241000,46000,169000,35000,0,All OS,Changwat Chumphon,Male,Gender,Province
"Changwat Ratchaburi, Female",22.3,58.59,19.11,0,361000,84000,221000,72000,0,All OS,Changwat Ratchaburi,Female,Gender,Province
"Changwat Ratchaburi, Male",22.05,58.58,19.37,0,348000,80000,211000,71000,0,All OS,Changwat Ratchaburi,Male,Gender,Province
"Changwat Chanthaburi, Female",23.49,66.08,10.43,0,296000,73000,204000,32000,0,All OS,Changwat Chanthaburi,Female,Gender,Province
"Changwat Chanthaburi, Male",23.17,66.38,10.45,0,297000,70000,203000,33000,0,All OS,Changwat Chanthaburi,Male,Gender,Province
"Changwat Roi Et, Female",33.38,56.4,10.22,0,337000,118000,200000,35000,0,All OS,Changwat Roi Et,Female,Gender,Province
"Changwat Roi Et, Male",34.49,56.11,9.4,0,311000,112000,184000,31000,0,All OS,Changwat Roi Et,Male,Gender,Province
"Changwat Nan, Female",30.61,60.42,8.97,0,147000,48000,92000,14000,0,All OS,Changwat Nan,Female,Gender,Province
"Changwat Nan, Male",31.32,60.77,7.91,0,142000,46000,90000,12000,0,All OS,Changwat Nan,Male,Gender,Province
"Changwat Ranong, Female",25.7,56.9,17.4,0,98000,26000,56000,18000,0,All OS,Changwat Ranong,Female,Gender,Province
"Changwat Ranong, Male",24.19,57.62,18.18,0,101000,26000,58000,19000,0,All OS,Changwat Ranong,Male,Gender,Province
"Changwat Nakhon Phanom, Female",29.77,63.46,6.76,0,216000,67000,143000,15000,0,All OS,Changwat Nakhon Phanom,Female,Gender,Province
"Changwat Nakhon Phanom, Male",30.79,63.27,5.94,0,196000,62000,128000,12000,0,All OS,Changwat Nakhon Phanom,Male,Gender,Province
"Changwat Kanchanaburi, Female",17.29,75.29,7.42,0,375000,66000,291000,29000,120,All OS,Changwat Kanchanaburi,Female,Gender,Province
"Changwat Kanchanaburi, Male",17.12,74.77,8.12,0,367000,64000,281000,31000,0,All OS,Changwat Kanchanaburi,Male,Gender,Province
"Changwat Nakhon Pathom, Female",25.06,55.87,19.07,0,409000,108000,238000,81000,0,All OS,Changwat Nakhon Pathom,Female,Gender,Province
"Changwat Nakhon Pathom, Male",25.26,54.29,20.46,0,387000,102000,221000,83000,0,All OS,Changwat Nakhon Pathom,Male,Gender,Province
"Changwat Kamphaeng Phet, Female",34.8,43.07,22.12,0,220000,80000,99000,51000,0,All OS,Changwat Kamphaeng Phet,Female,Gender,Province
"Changwat Kamphaeng Phet, Male",35,44.43,20.57,0,205000,75000,95000,44000,0,All OS,Changwat Kamphaeng Phet,Male,Gender,Province
"Changwat Phetchabun, Female",41.8,44.1,14.11,0,270000,119000,125000,40000,0,All OS,Changwat Phetchabun,Female,Gender,Province
"Changwat Phetchabun, Male",42.87,43.7,13.43,0,250000,112000,114000,35000,0,All OS,Changwat Phetchabun,Male,Gender,Province
"Changwat Nakhon Nayok, Female",32.92,47.66,19.42,0,109000,37000,55000,22000,0,All OS,Changwat Nakhon Nayok,Female,Gender,Province
"Changwat Nakhon Nayok, Male",33.64,46.86,19.5,0,105000,37000,53000,22000,0,All OS,Changwat Nakhon Nayok,Male,Gender,Province
"Changwat Satun, Female",23.7,39.29,37,0,117000,29000,49000,47000,0,All OS,Changwat Satun,Female,Gender,Province
"Changwat Satun, Male",24.48,40.59,34.93,0,110000,27000,47000,40000,0,All OS,Changwat Satun,Male,Gender,Province
"Changwat Suphan Buri, Female",21.36,64.31,14.33,0,300000,68000,201000,45000,0,All OS,Changwat Suphan Buri,Female,Gender,Province
"Changwat Suphan Buri, Male",21.95,64.28,13.77,0,295000,67000,197000,41000,0,All OS,Changwat Suphan Buri,Male,Gender,Province
"Changwat Nong Khai, Female",32.19,52.83,14.98,0,187000,63000,104000,29000,0,All OS,Changwat Nong Khai,Female,Gender,Province
"Changwat Nong Khai, Male",33.18,52.93,13.9,0,174000,60000,95000,25000,0,All OS,Changwat Nong Khai,Male,Gender,Province
"Changwat Trat, Female",28.49,55.73,15.77,0,106000,31000,62000,17000,0,All OS,Changwat Trat,Female,Gender,Province
"Changwat Trat, Male",29.36,55.32,15.32,0,112000,34000,65000,18000,0,All OS,Changwat Trat,Male,Gender,Province
"Changwat Lamphun, Female",42.29,43.43,14.28,0,169000,76000,76000,25000,0,All OS,Changwat Lamphun,Female,Gender,Province
"Changwat Lamphun, Male",42.14,43.72,14.14,0,157000,69000,72000,23000,130,All OS,Changwat Lamphun,Male,Gender,Province
"Changwat Lampang, Female",30.55,58.33,11.07,0.05,254000,81000,155000,29000,100,All OS,Changwat Lampang,Female,Gender,Province
"Changwat Lampang, Male",29.63,59.73,10.64,0,236000,73000,146000,26000,0,All OS,Changwat Lampang,Male,Gender,Province
"Changwat Chiang Mai, Female",32.74,50.2,17.07,0,1010000,343000,522000,177000,0,All OS,Changwat Chiang Mai,Female,Gender,Province
"Changwat Chiang Mai, Male",32.89,51.24,15.87,0,939000,320000,499000,154000,0,All OS,Changwat Chiang Mai,Male,Gender,Province
"Changwat Sa Kaeo, Female",26.19,64.88,8.92,0,207000,57000,138000,19000,0,All OS,Changwat Sa Kaeo,Female,Gender,Province
"Changwat Sa Kaeo, Male",28.01,62.99,8.99,0,205000,59000,132000,20000,0,All OS,Changwat Sa Kaeo,Male,Gender,Province
"Changwat Loei, Female",28.15,65.53,6.31,0,228000,66000,156000,15000,0,All OS,Changwat Loei,Female,Gender,Province
"Changwat Loei, Male",28.36,66.19,5.45,0,221000,65000,151000,12000,0,All OS,Changwat Loei,Male,Gender,Province
"Changwat Samut Prakan, Female",33.62,46.64,19.74,0,572000,199000,277000,118000,0,All OS,Changwat Samut Prakan,Female,Gender,Province
"Changwat Samut Prakan, Male",35.06,45.11,19.83,0,526000,192000,247000,109000,0,All OS,Changwat Samut Prakan,Male,Gender,Province
"Changwat Lop Buri, Female",27.91,62.24,9.85,0,274000,80000,179000,28000,0,All OS,Changwat Lop Buri,Female,Gender,Province
"Changwat Lop Buri, Male",28.6,61.65,9.75,0,261000,77000,168000,27000,0,All OS,Changwat Lop Buri,Male,Gender,Province
"Changwat Nakhon Ratchasima, Female",30.78,58.77,10.45,0,1020000,328000,628000,112000,0,All OS,Changwat Nakhon Ratchasima,Female,Gender,Province
"Changwat Nakhon Ratchasima, Male",31.16,58.93,9.91,0,958000,312000,586000,99000,0,All OS,Changwat Nakhon Ratchasima,Male,Gender,Province
"Changwat Samut Sakhon, Female",23.6,42.5,33.9,0,423000,104000,186000,147000,0,All OS,Changwat Samut Sakhon,Female,Gender,Province
"Changwat Samut Sakhon, Male",22.73,40.95,36.32,0,435000,102000,184000,164000,0,All OS,Changwat Samut Sakhon,Male,Gender,Province
"Changwat Phichit, Female",35.42,39.83,24.75,0,159000,59000,66000,40000,0,All OS,Changwat Phichit,Female,Gender,Province
"Changwat Phichit, Male",36.18,40.28,23.54,0,151000,58000,64000,38000,0,All OS,Changwat Phichit,Male,Gender,Province
"Changwat Yasothon, Female",33.22,54.62,12.16,0,161000,56000,92000,21000,0,All OS,Changwat Yasothon,Female,Gender,Province
